time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-25 00:00:00+00:00,34,10,11,8
2026-06-26 00:00:00+00:00,37,12,7,7
2026-06-27 00:00:00+00:00,18,9,7,7
2026-06-28 00:00:00+00:00,5,4,4,4
2026-06-29 00:00:00+00:00,19,10,10,5
2026-06-30 00:00:00+00:00,12,11,13,10
2026-07-01 00:00:00+00:00,29,16,18,14
2026-07-02 00:00:00+00:00,32,12,8,5
2026-07-03 00:00:00+00:00,16,7,30,14
2026-07-04 00:00:00+00:00,13,7,3,3
2026-07-05 00:00:00+00:00,26,12,15,8
2026-07-06 00:00:00+00:00,11,6,11,8
2026-07-07 00:00:00+00:00,37,13,5,5
2026-07-08 00:00:00+00:00,22,9,24,11
