time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-30 00:00:00+00:00,1,1,40,5
2025-05-31 00:00:00+00:00,1,1,22,1
2025-06-01 00:00:00+00:00,1,1,7,5
2025-06-02 00:00:00+00:00,1,1,7,7
2025-06-03 00:00:00+00:00,1,1,9,5
2025-06-04 00:00:00+00:00,3,2,26,10
2025-06-05 00:00:00+00:00,1,1,41,9
2025-06-06 00:00:00+00:00,2,2,5,2
2025-06-07 00:00:00+00:00,5,3,15,7
2025-06-08 00:00:00+00:00,5,2,4,4
2025-06-09 00:00:00+00:00,6,3,8,7
2025-06-10 00:00:00+00:00,2,2,15,4
2025-06-11 00:00:00+00:00,1,1,37,8
2025-06-12 00:00:00+00:00,6,1,19,10
