time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-24 00:00:00+00:00,12,7,12,5
2026-03-25 00:00:00+00:00,18,8,25,6
2026-03-26 00:00:00+00:00,10,5,9,6
2026-03-27 00:00:00+00:00,12,4,29,7
2026-03-28 00:00:00+00:00,8,7,7,5
2026-03-29 00:00:00+00:00,20,12,1,1
2026-03-30 00:00:00+00:00,13,7,32,6
2026-03-31 00:00:00+00:00,12,7,20,8
2026-04-01 00:00:00+00:00,10,6,33,10
2026-04-02 00:00:00+00:00,13,8,26,6
2026-04-03 00:00:00+00:00,3,3,60,6
2026-04-04 00:00:00+00:00,21,16,7,6
2026-04-05 00:00:00+00:00,10,6,14,3
2026-04-06 00:00:00+00:00,14,6,17,9
