time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-01 00:00:00+00:00,17,7,17,5
2026-08-02 00:00:00+00:00,34,17,5,3
2026-08-03 00:00:00+00:00,7,4,10,5
2026-08-04 00:00:00+00:00,18,8,11,7
2026-08-05 00:00:00+00:00,13,8,4,2
2026-08-06 00:00:00+00:00,3,3,7,2
2026-08-07 00:00:00+00:00,18,8,21,3
2026-08-08 00:00:00+00:00,7,7,7,6
2026-08-09 00:00:00+00:00,21,9,3,1
2026-08-10 00:00:00+00:00,25,15,13,4
2026-08-11 00:00:00+00:00,9,7,2,2
2026-08-12 00:00:00+00:00,6,3,14,9
2026-08-13 00:00:00+00:00,25,10,8,6
2026-08-14 00:00:00+00:00,21,10,5,3
