time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-12 00:00:00+00:00,4,4,113,7
2024-01-13 00:00:00+00:00,5,5,9,3
2024-01-14 00:00:00+00:00,1,1,4,2
2024-01-15 00:00:00+00:00,5,4,15,2
2024-01-16 00:00:00+00:00,1,1,50,8
2024-01-17 00:00:00+00:00,4,4,29,8
2024-01-18 00:00:00+00:00,4,3,86,17
2024-01-19 00:00:00+00:00,1,1,56,8
2024-01-20 00:00:00+00:00,2,2,25,5
2024-01-21 00:00:00+00:00,1,1,10,3
2024-01-22 00:00:00+00:00,2,2,44,6
2024-01-23 00:00:00+00:00,1,1,60,8
2024-01-24 00:00:00+00:00,1,1,36,8
2024-01-25 00:00:00+00:00,1,1,46,8
