time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,2,2,7,3
2026-08-29 00:00:00+00:00,2,2,6,1
2026-08-30 00:00:00+00:00,5,5,0,0
2026-08-31 00:00:00+00:00,15,6,20,6
2026-09-01 00:00:00+00:00,22,13,7,4
2026-09-02 00:00:00+00:00,16,11,7,3
2026-09-03 00:00:00+00:00,4,4,9,3
2026-09-04 00:00:00+00:00,7,7,18,8
2026-09-05 00:00:00+00:00,4,4,0,0
2026-09-06 00:00:00+00:00,7,7,5,3
2026-09-07 00:00:00+00:00,23,9,14,13
2026-09-08 00:00:00+00:00,13,7,16,5
2026-09-09 00:00:00+00:00,41,11,68,2
2026-09-10 00:00:00+00:00,83,30,46,6
