url_path,views_total,views_unique
/spatialmodel/inmap,51,30
/spatialmodel/inmap/releases,41,16
/spatialmodel/inmap/releases/tag/v1.9.6,10,8
/spatialmodel/inmap/blob/master/cmd/inmap/configExample.toml,9,2
/spatialmodel/inmap/blob/master/eval/nei2005Config.toml,7,4
/spatialmodel/inmap/tree/master/.github,5,3
/spatialmodel/inmap/blob/v1.9.0/README.md,5,1
/spatialmodel/inmap/blob/master/README.md,4,4
/spatialmodel/inmap/tree/master/cmd/inmap,4,2
/spatialmodel/inmap/blob/master/cmd/inmap/configExampleGEOSChem.toml,4,1
