time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-22 00:00:00+00:00,15,9,10,4
2025-10-23 00:00:00+00:00,24,13,7,5
2025-10-24 00:00:00+00:00,30,14,16,8
2025-10-25 00:00:00+00:00,11,11,4,4
2025-10-26 00:00:00+00:00,17,8,23,4
2025-10-27 00:00:00+00:00,12,7,3,2
2025-10-28 00:00:00+00:00,10,5,17,9
2025-10-29 00:00:00+00:00,19,11,5,3
2025-10-30 00:00:00+00:00,14,5,2,2
2025-10-31 00:00:00+00:00,6,6,10,7
2025-11-01 00:00:00+00:00,13,3,7,6
2025-11-02 00:00:00+00:00,5,5,3,3
2025-11-03 00:00:00+00:00,24,10,7,6
2025-11-04 00:00:00+00:00,8,5,11,9
