time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-30 00:00:00+00:00,121,61,14,7
2023-07-01 00:00:00+00:00,150,73,20,4
2023-07-02 00:00:00+00:00,162,70,3,2
2023-07-03 00:00:00+00:00,159,70,13,6
2023-07-04 00:00:00+00:00,154,69,2,2
2023-07-05 00:00:00+00:00,151,88,13,6
2023-07-06 00:00:00+00:00,162,81,13,8
2023-07-07 00:00:00+00:00,88,60,31,10
2023-07-08 00:00:00+00:00,62,38,19,2
2023-07-09 00:00:00+00:00,59,36,26,7
2023-07-10 00:00:00+00:00,59,36,25,5
2023-07-11 00:00:00+00:00,2,2,46,10
2023-07-12 00:00:00+00:00,2,2,69,8
2023-07-13 00:00:00+00:00,1,1,7,3
