time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-27 00:00:00+00:00,2.0,2.0,10,2
2023-08-28 00:00:00+00:00,4.0,3.0,52,10
2023-08-29 00:00:00+00:00,1.0,1.0,90,11
2023-08-30 00:00:00+00:00,1.0,1.0,45,5
2023-08-31 00:00:00+00:00,1.0,1.0,138,15
2023-09-01 00:00:00+00:00,1.0,1.0,41,6
2023-09-02 00:00:00+00:00,1.0,1.0,5,2
2023-09-03 00:00:00+00:00,2.0,2.0,14,2
2023-09-04 00:00:00+00:00,3.0,3.0,26,4
2023-09-05 00:00:00+00:00,3.0,3.0,69,14
2023-09-06 00:00:00+00:00,1.0,1.0,115,15
2023-09-07 00:00:00+00:00,463.0,2.0,22,6
2023-09-08 00:00:00+00:00,1.0,1.0,38,9
2023-09-09 00:00:00+00:00,,,7,1
